ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
333,Coagulation factor VII,F7,182801,M13232,P08709,FA7_HUMAN,1BF9; 1CVW; 1DAN; 1DVA; 1F7E; 1F7M; 1FAK; 1FF7; 1FFM; 1J9C; 1JBU; 1KLI; 1KLJ; 1O5D; 1QFK; 1W0Y; 1W2K; 1W7X; 1W8B; 1WQV; 1WSS; 1WTG; 1WUN; 1WV7; 1YGC; 1Z6J; 2A2Q; 2AEI; 2AER; 2B7D; 2B8O; 2BZ6; 2C4F; 2EC9; 2F9B; 2FIR; 2FLB; 2FLR; 2PUQ; 2ZP0; 2ZWL; 2ZZU; 3ELA; 3TH2; 3TH3; 3TH4; 4IBL; 4ISH; 4ISI; 4JYU; 4JYV; 4JZD; 4JZE; 4JZF; 4NA9; 4NG9; 4NGA; 4X8S; 4X8T; 4X8U; 4X8V; 4YLQ; 4YT6; 4YT7; 4Z6A; 4ZMA; 4ZXX; 4ZXY; 5I46; 5L0S; 5L2Y; 5L2Z; 5L30; 5PA8; 5PA9; 5PAA; 5PAB; 5PAC; 5PAE; 5PAF; 5PAG; 5PAI; 5PAJ; 5PAK; 5PAM; 5PAN; 5PAO; 5PAQ; 5PAR; 5PAS; 5PAT; 5PAU; 5PAV; 5PAW; 5PAX; 5PAY; 5PB0; 5PB1; 5PB2; 5PB3; 5PB4; 5PB5; 5PB6; 5TQE; 5TQF; 5TQG; 5U6J,F7,F7,HGNC:3544,Humans,DB00100; DB13151; DB13152; DB13933
334,Urease subunit alpha,ureC,149337,M36068,P18314,URE1_ENTAE,1A5K; 1A5L; 1A5M; 1A5N; 1A5O; 1EF2; 1EJR; 1EJS; 1EJT; 1EJU; 1EJV; 1EJW; 1EJX; 1FWA; 1FWB; 1FWC; 1FWD; 1FWE; 1FWF; 1FWG; 1FWH; 1FWI; 1FWJ; 1KRA; 1KRB; 1KRC; 2KAU; 4EP8; 4EPB; 4EPD; 4EPE,,,,Enterobacter aerogenes,DB00551
337,Transthyretin,TTR,189582,K02091,P02766,TTHY_HUMAN,1BM7; 1BMZ; 1BZ8; 1BZD; 1BZE; 1DVQ; 1DVS; 1DVT; 1DVU; 1DVX; 1DVY; 1DVZ; 1E3F; 1E4H; 1E5A; 1ETA; 1ETB; 1F41; 1F86; 1FH2; 1FHN; 1G1O; 1GKO; 1ICT; 1III; 1IIK; 1IJN; 1QAB; 1QWH; 1RLB; 1SOK; 1SOQ; 1THA; 1THC; 1TLM; 1TSH; 1TT6; 1TTA; 1TTB; 1TTC; 1TTR; 1TYR; 1TZ8; 1U21; 1X7S; 1X7T; 1Y1D; 1Z7J; 1ZCR; 1ZD6; 2B14; 2B15; 2B16; 2B77; 2B9A; 2F7I; 2F8I; 2FBR; 2FLM; 2G3X; 2G3Z; 2G4E; 2G4G; 2G5U; 2G9K; 2GAB; 2H4E; 2M5N; 2NBO; 2NBP; 2NOY; 2PAB; 2QEL; 2QGB; 2QGC; 2QGD; 2QGE; 2ROX; 2ROY; 2TRH; 2TRY; 2WQA; 3A4D; 3A4E; 3A4F; 3B56; 3BSZ; 3BT0; 3CBR; 3CFM; 3CFN; 3CFQ; 3CFT; 3CN0; 3CN1; 3CN2; 3CN3; 3CN4; 3CXF; 3D2T; 3D7P; 3DGD; 3DID; 3DJR; 3DJS; 3DJT; 3DJZ; 3DK0; 3DK2; 3DO4; 3ESN; 3ESO; 3ESP; 3FC8; 3FCB; 3GLZ; 3GPS; 3GRB; 3GRG; 3GS0; 3GS4; 3GS7; 3HJ0; 3I9A; 3I9I; 3I9P; 3IMR; 3IMS; 3IMT; 3IMU; 3IMV; 3IMW; 3IPB; 3IPE; 3KGS; 3KGT; 3KGU; 3M1O; 3NEE; 3NEO; 3NES; 3NEX; 3NG5; 3OZK; 3OZL; 3P3R; 3P3S; 3P3T; 3P3U; 3SSG; 3TCT; 3TFB; 3U2I; 3U2J; 3W3B; 4ABQ; 4ABU; 4ABV; 4ABW; 4AC2; 4AC4; 4ACT; 4ANK; 4D7B; 4DER; 4DES; 4DET; 4DEU; 4DEW; 4FI6; 4FI7; 4FI8; 4HIQ; 4HIS; 4HJS; 4HJT; 4HJU; 4I85; 4I87; 4I89; 4IIZ; 4IK6; 4IK7; 4IKI; 4IKJ; 4IKK; 4IKL; 4KY2; 4L1S; 4L1T; 4MAS; 4MRB; 4MRC; 4N85; 4N86; 4N87; 4PM1; 4PME; 4PMF; 4PVL; 4PVM; 4PVN; 4PWE; 4PWF; 4PWG; 4PWH; 4PWI; 4PWJ; 4PWK; 4QRF; 4QXV; 4QYA; 4TKW; 4TL4; 4TL5; 4TLK; 4TLS; 4TLT; 4TLU; 4TM9; 4TNE; 4TNF; 4TNG; 4TQ8; 4TQH; 4TQI; 4TQP; 4WNJ; 4WNS; 4WO0; 4Y9B; 4Y9C; 4Y9E; 4Y9F; 4Y9G; 4YDM; 4YDN; 5A6I; 5AKS; 5AKT; 5AKV; 5AL0; 5AL8; 5AYT; 5BOJ; 5CLX; 5CLY; 5CLZ; 5CM1; 5CN3; 5CNH; 5CR1; 5DEJ; 5DWP; 5E23; 5E4A; 5E4O; 5EN3; 5EZP; 5FO2; 5FW6; 5FW7; 5FW8; 5H0V; 5H0W; 5H0X; 5H0Y; 5H0Z; 5HJG; 5IHH; 5JID; 5JIM; 5JIQ; 5K1J; 5K1N; 5L4F; 5L4I; 5L4J; 5L4M; 5LLL; 5LLV; 5N5Q; 5N62; 5N7C; 5NFE; 5NFW; 5OQ0; 5TTR; 5TZL; 5U48; 5U49; 5U4A; 5U4B; 5U4C; 5U4D; 5U4E; 5U4F; 5U4G; 6D0W; 6E6Z; 6E70; 6E71; 6E72; 6E73; 6E74; 6E75; 6E76; 6E77; 6E78; 6EOY; 6EP1; 6FFT; 6FWD; 6FXU; 6FZL; 6GR7; 6GRP; 6IMX; 6IMY; 6KGB; 6R66; 6R67; 6R68; 6R6I; 6SDZ; 6SUG; 6SUH; 6TI9; 6TJN; 6TXV; 6TXW; 6U0Q; 6XTK; 7ACU; 7DT3; 7DT5; 7DT6; 7DT8; 7EJQ; 7EJR; 7ERH; 7ERI; 7ERJ; 7ERK; 7OB4; 7Q3I; 7Q9L; 7Q9N; 7Q9O; 7QC5; 7THA; 7W9Q; 7W9R; 7WL6; 7Y1I; 7Y6J; 7YBR; 7YCQ; 7Z60; 8ADE; 8AWI; 8AWW; 8C85; 8C86; 8E7D; 8E7E; 8E7H; 8E7I; 8E7J; 8G9R; 8GBR; 8HEJ; 8HY4; 8I00; 8I0O; 8IG1; 8II1; 8II2; 8II3; 8II4; 8JNU; 8JOK; 8JQW; 8PKE; 8PKF; 8PKG; 8PM8; 8PM9; 8PMA; 8PMO; 8T5X; 8TDN; 8TDO; 8VE0; 8VE1; 8VE2; 8VE3; 8VE4; 8VE5; 8VE6; 8W1N; 8W2W; 8W42; 8W43; 8W44; 8W45; 8W46; 8W47; 8W48; 8WGS; 8WGT; 8WGU,TTR,TTR,HGNC:12405,Humans,DB11644; DB14713
342,Alpha-2C adrenergic receptor,ADRA2C,178194,J03853,P18825,ADA2C_HUMAN,6KUW,ADRA2C,ADRA2C,HGNC:283,Humans,DB00368; DB00484; DB00575; DB00924; DB01392; DB01577; DB04855; DB06262; DB06714; DB06764; DB08950; DB09242; DB11124; DB11738; DB13345
343,DNA polymerase catalytic subunit,UL54,1780831,X17403,P08546,DPOL_HCMVA,1YYP,,,,HHV-5,DB00369; DB00529
344,"Steroid 17-alpha-hydroxylase/17,20 lyase",CYP17A1,181342,M14564,P05093,CP17A_HUMAN,3RUK; 3SWZ; 4NKV; 4NKW; 4NKX; 4NKY; 4NKZ; 5IRQ; 5IRV; 5UYS; 6CHI; 6CIR; 6CIZ; 6WR0; 6WR1; 6WW0; 8FDA,CYP17A1,CYP17A1,HGNC:2593,Humans,DB01026; DB05667; DB05812; DB08943
345,Prolactin receptor,PRLR,190362,M31661,P16471,PRLR_HUMAN,1BP3; 2LFG; 2N7I; 3D48; 3MZG; 3N06; 3N0P; 3NCB; 3NCC; 3NCE; 3NCF; 4I18,PRLR,PRLR,HGNC:9446,Humans,DB00052; DB16220
346,"Glutamate receptor ionotropic, kainate 1",GRIK1,455448,L19058,P39086,GRIK1_HUMAN,2ZNS; 2ZNT; 2ZNU; 3FUZ; 3FV1; 3FV2; 3FVG; 3FVK; 3FVN; 3FVO; 4MF3,GRIK1,GRIK1,HGNC:4579,Humans,DB00273
349,Potassium-transporting ATPase alpha chain 1,ATP4A,561634,J05451,P20648,ATP4A_HUMAN,,ATP4A,ATP4A,HGNC:819,Humans,DB00213; DB00338; DB00448; DB00736; DB01129; DB05351
354,Adenosine receptor A3,ADORA3,349449,L20463,P0DMS8,AA3R_HUMAN,8X16; 8X17,ADORA3,ADORA3,HGNC:268,Humans,DB00201; DB00640; DB01223; DB07776
356,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,CACNA1A,2213913,AF004884,O00555,CAC1A_HUMAN,3BXK; 8X90; 8X91; 8X93,CACNA1A,CACNA1A,HGNC:1388,Humans,DB01244; DB04841
358,Calcineurin subunit B type 1,PPP3R1,180705,M30773,P63098,CANB1_HUMAN,1AUI; 1M63; 1MF8; 2P6B; 3LL8; 4F0Z; 4OR9; 4ORA; 4ORC; 5SVE; 6NUC; 6NUF; 6NUU; 7U0T,PPP3R1,PPP3R1,HGNC:9317,Humans,DB11693
359,ALK tyrosine kinase receptor,ALK,2454168,U62540,Q9UM73,ALK_HUMAN,2KUP; 2KUQ; 2XB7; 2XBA; 2XP2; 2YFX; 2YHV; 2YJR; 2YJS; 2YS5; 2YT2; 3AOX; 3L9P; 3LCS; 3LCT; 4ANL; 4ANQ; 4ANS; 4CCB; 4CCU; 4CD0; 4CLI; 4CLJ; 4CMO; 4CMT; 4CMU; 4CNH; 4CTB; 4CTC; 4DCE; 4FNW; 4FNX; 4FNY; 4FNZ; 4FOB; 4FOC; 4FOD; 4JOA; 4MKC; 4TT7; 4Z55; 5A9U; 5AA8; 5AA9; 5AAA; 5AAB; 5AAC; 5FTO; 5FTQ; 5IMX; 5IUG; 5IUH; 5IUI; 5KZ0; 5VZ5; 6AT9; 6CDT; 6E0R; 6EBW; 6EDL; 6MX8; 7BTT; 7JY4; 7JYR; 7JYS; 7JYT; 7LRZ; 7LS0; 7MZW; 7MZY; 7N00; 7NWZ; 7NX3; 7NX4; 7R7K; 7R7R; 8ARJ,ALK,ALK,HGNC:427,Humans,DB08865; DB09063; DB11363; DB11986; DB12130; DB12141; DB12267
364,Coagulation factor IX,F9,182609,K02402,P00740,FA9_HUMAN,1CFH; 1CFI; 1EDM; 1IXA; 1MGX; 1NL0; 1RFN; 2WPH; 2WPI; 2WPJ; 2WPK; 2WPL; 2WPM; 3KCG; 3LC3; 3LC5; 4WM0; 4WMA; 4WMB; 4WMI; 4WMK; 4WN2; 4WNH; 4YZU; 4Z0K; 4ZAE; 5EGM; 5F84; 5F85; 5F86; 5JB8; 5JB9; 5JBA; 5JBB; 5JBC; 5TNO; 5TNT; 5VYG; 6MV4; 6RFK; 6X5J; 6X5L; 6X5P; 7AHV; 8EPC; 8EPH; 8EPK; 8OL9,F9,F9,HGNC:3551,Humans,DB00025; DB09109; DB13150; DB13192; DB13923; DB13998; DB13999; DB14738; DB16662; DB16791
365,"Glutamate receptor ionotropic, NMDA 1",GRIN1,219920,D13515,Q05586,NMDZ1_HUMAN,2HQW; 2NR1; 3BYA; 5H8F; 5H8H; 5H8N; 5H8Q; 5I2K; 5I2N; 5KCJ; 5KDT; 5TP9; 5TPA; 6IRA; 6IRF; 6IRG; 6IRH; 7EOQ; 7EOR; 7EOS; 7EOT; 7EOU; 7EU7; 7EU8; 7YFF; 7YFL; 7YFM; 7YFO; 7YFR; 8E92; 8E93; 8E94; 8E96; 8E97; 8E98; 8E99; 8JIZ; 8JJ0; 8JJ1; 8JJ2; 8UUE,GRIN1,GRIN1,HGNC:4584,Humans,DB00128; DB00260; DB01173; DB03929
366,DNA gyrase subunit A,gyrA,1574722,L42023,P43700,GYRA_HAEIN,,,,,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),DB00218; DB00365; DB00467; DB00487; DB00537; DB00685; DB00827; DB00978; DB01059; DB01137; DB01155; DB01165; DB01208; DB06771; DB09047; DB12924
368,Prostaglandin E2 receptor EP2 subtype,PTGER2,632650,U19487,P43116,PE2R2_HUMAN,7CX2; 7CX3; 7CX4,PTGER2,PTGER2,HGNC:9594,Humans,DB00374; DB00688; DB00770; DB00917; DB00929; DB01088; DB11629; DB12789; DB15071
369,Vascular endothelial growth factor receptor 2,KDR,2655412,AF035121,P35968,VGFR2_HUMAN,1VR2; 1Y6A; 1Y6B; 1YWN; 2M59; 2MET; 2MEU; 2OH4; 2P2H; 2P2I; 2QU5; 2QU6; 2RL5; 2X1W; 2X1X; 2XIR; 3B8Q; 3B8R; 3BE2; 3C7Q; 3CJF; 3CJG; 3CP9; 3CPB; 3CPC; 3DTW; 3EFL; 3EWH; 3KVQ; 3S35; 3S36; 3S37; 3U6J; 3V2A; 3V6B; 3VHE; 3VHK; 3VID; 3VNT; 3VO3; 3WZD; 3WZE; 4AG8; 4AGC; 4AGD; 4ASD; 4ASE; 5EW3; 5OYJ; 6GQO; 6GQP; 6GQQ; 6XVJ; 6XVK,KDR,KDR,HGNC:6307,Humans,DB00398; DB01268; DB05294; DB05578; DB06589; DB06595; DB06626; DB08875; DB08896; DB09078; DB09079; DB11679; DB11800; DB11828; DB14840
370,Riboflavin kinase,RFK,7023634,AK002011,Q969G6,RIFK_HUMAN,1NB0; 1NB9; 1P4M; 1Q9S,RFK,RFK,HGNC:30324,Humans,DB00140
374,Amidophosphoribosyltransferase,PPAT,219459,D13757,Q06203,PUR1_HUMAN,,PPAT,PPAT,HGNC:9238,Humans,DB00993
375,Sodium- and chloride-dependent creatine transporter 1,SLC6A8,493132,L31409,P48029,SC6A8_HUMAN,,SLC6A8,SLC6A8,HGNC:11055,Humans,DB00148
377,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",HADH,1483511,X96752,Q16836,HCDH_HUMAN,1F0Y; 1F12; 1F14; 1F17; 1IL0; 1LSJ; 1LSO; 1M75; 1M76; 2HDH; 3HAD; 3RQS,HADH,HADH,HGNC:4799,Humans,DB09568
379,Guided entry of tail-anchored proteins factor CAMLG,CAMLG,619670,U18242,P49069,CAMLG_HUMAN,6SO5; 8CR1,CAMLG,CAMLG,HGNC:1471,Humans,DB00091; DB11693
380,Vitamin K-dependent protein C,PROC,190334,M11228,P04070,PROC_HUMAN,1AUT; 1LQV; 3F6U; 3JTC; 4DT7; 6M3B; 6M3C; 8JRU; 8JRV,PROC,PROC,HGNC:9451,Humans,DB00464; DB13149
381,Gamma-aminobutyric acid receptor subunit alpha-2,GABRA2,386422,S62907,P47869,GBRA2_HUMAN,,GABRA2,GABRA2,HGNC:4076,Humans,DB00241; DB00306; DB00312; DB00371; DB00418; DB00599; DB00794; DB00849; DB01198; DB01205; DB01346; DB01351; DB01353; DB02530
382,"Dihydroorotate dehydrogenase (quinone), mitochondrial",DHODH,555594,M94065,Q02127,PYRD_HUMAN,1D3G; 1D3H; 2B0M; 2BXV; 2FPT; 2FPV; 2FPY; 2FQI; 2PRH; 2PRL; 2PRM; 2WV8; 3F1Q; 3FJ6; 3FJL; 3G0U; 3G0X; 3KVJ; 3KVK; 3KVL; 3KVM; 3U2O; 3W7R; 3ZWS; 3ZWT; 4IGH; 4JGD; 4JS3; 4JTS; 4JTT; 4JTU; 4LS0; 4LS1; 4LS2; 4OQV; 4RK8; 4RKA; 4RLI; 4RR4; 4YLW; 4ZL1; 4ZMG; 5H2Z; 5H73; 5HIN; 5HQE; 5K9C; 5K9D; 5MUT; 5MVC; 5MVD; 5TCE; 5ZF4; 5ZF7; 5ZF8; 5ZF9; 5ZFA; 5ZFB; 6CJF; 6CJG; 6ET4; 6FMD; 6GK0; 6IDJ; 6J3B; 6J3C; 6JMD; 6JME; 6LP6; 6LP7; 6LP8; 6LZL; 6M2B; 6OC0; 6OC1; 6QU7; 6SYP; 6VND; 7K2U; 7Z6C; 8DHF; 8DHG; 8DHH; 8K4F; 8RAK; 8VHL; 8VHM; 8YHR; 9BKM; 9BKN; 9BKO,DHODH,DHODH,HGNC:2867,Humans,DB01097
384,Substance-P receptor,TACR1,8176544,S62045,P25103,NK1R_HUMAN,2KS9; 2KSA; 2KSB; 6E59; 6HLL; 6HLO; 6HLP; 7P00; 7P02; 7RMG; 7RMH; 7RMI; 8U26,TACR1,TACR1,HGNC:11526,Humans,DB00673; DB01037; DB06717; DB09048; DB09291; DB14019
385,Interferon alpha/beta receptor 2,IFNAR2,995300,L42243,P48551,INAR2_HUMAN,1N6U; 1N6V; 2HYM; 2KZ1; 2LAG; 3S8W; 3S9D; 3SE3; 3SE4,IFNAR2,IFNAR2,HGNC:5433,Humans,DB00008; DB00011; DB00018; DB00022; DB00034; DB00060; DB00068; DB00069; DB00105; DB06152
387,Follicle-stimulating hormone receptor,FSHR,182771,M65085,P23945,FSHR_HUMAN,1XWD; 4AY9; 4MQW; 8I2G; 8I2H,FSHR,FSHR,HGNC:3969,Humans,DB00032; DB00066; DB00094; DB00097; DB09066
389,D(4) dopamine receptor,DRD4,291946,L12398,P21917,DRD4_HUMAN,5WIU; 5WIV,DRD4,DRD4,HGNC:3025,Humans,DB00413; DB00589; DB00714; DB00988; DB01186; DB01235; DB01267; DB04908; DB05271; DB11160
390,Synaptosomal-associated protein 25,SNAP25,307426,L19760,P60880,SNP25_HUMAN,1KIL; 1XTG; 2N1T; 3DDA; 3DDB; 3RK2; 3RK3; 3RL0; 3ZUR; 5W7I; 5W7J; 6JLH; 8BAN; 8BAV,SNAP25,SNAP25,HGNC:11132,Humans,DB00083; DB16820; DB17929
393,5-hydroxytryptamine receptor 2B,HTR2B,475198,X77307,P41595,5HT2B_HUMAN,4IB4; 4NC3; 5TUD; 5TVN; 6DRX; 6DRY; 6DRZ; 6DS0; 7SRQ; 7SRR; 7SRS,HTR2B,HTR2B,HGNC:5294,Humans,DB00247; DB00508; DB00805; DB01242; DB09185; DB11274; DB13520
394,Neutrophil elastase,ELANE,296665,Y00477,P08246,ELNE_HUMAN,1B0F; 1H1B; 1HNE; 1PPF; 1PPG; 2RG3; 2Z7F; 3Q76; 3Q77; 4NZL; 4WVP; 5A09; 5A0A; 5A0B; 5A0C; 5A8X; 5A8Y; 5A8Z; 5ABW; 6E69; 6F5M; 6SMA; 7CBK; 7WHU; 8D4Q; 8D4U; 8D7I; 8D7K; 8G24; 8G25; 8G26; 9ASS; 9ASX; 9ATK; 9ATU,ELANE,ELA2,HGNC:3309,Humans,DB00058
396,"Glutamate receptor ionotropic, NMDA 2D",GRIN2D,2444026,U77783,O15399,NMDE4_HUMAN,7YFF; 7YFL; 7YFM; 7YFO; 7YFR; 8E96,GRIN2D,GRIN2D,HGNC:4588,Humans,DB01173
398,Envelope glycoprotein,gp41,62732120,AJ964940,Q53I07,Q53I07_9HIV1,,,,,Human immunodeficiency virus 1,DB00109
399,Ferritin heavy chain,FTH1,28435,X00318,P02794,FRIH_HUMAN,1FHA; 2CEI; 2CHI; 2CIH; 2CLU; 2CN6; 2CN7; 2FHA; 2IU2; 2Z6M; 3AJO; 3AJP; 3AJQ; 3ERZ; 3ES3; 4DYX; 4DYY; 4DYZ; 4DZ0; 4OYN; 4Y08; 4YKH; 4ZJK; 5CMQ; 5CMR; 5GN8; 5GOU; 5JKK; 5JKL; 5JKM; 5N26; 5N27; 5UP7; 5UP8; 5UP9; 5VTD; 5XB1; 5YI5; 5ZND; 6B8F; 6B8G; 6FTV; 6GSR; 6H5I; 6H6T; 6H6U; 6IPC; 6IPO; 6IPP; 6IPQ; 6J4A; 6J7G; 6JOB; 6JPS; 6KE2; 6KE4; 6M52; 6M54; 6WYF; 6WYG; 6WYH; 6Z6U; 6Z9E; 6Z9F; 7A6A; 7A6B; 7CK8; 7CK9; 7JGK; 7JGL; 7JGM; 7JGN; 7JGO; 7JGP; 7JGQ; 7K26; 7K3V; 7K3W; 7KE3; 7KE5; 7PF1; 7R5O; 7RRP; 7V66; 7VD8; 7ZG7; 8A2L; 8A2M; 8A5N; 8AAV; 8B7O; 8CPM; 8CPS; 8CPT; 8CPU; 8CPV; 8CPW; 8CPX; 8DHX; 8DNP; 8F49; 8F4L; 8HHS; 8J9L; 8J9M; 8JAI; 8KFD; 8PP2; 8PP3; 8PP5; 8QU9,FTH1,FTH1,HGNC:3976,Humans,DB00893; DB13995
400,All-trans-retinol dehydrogenase [NAD(+)] ADH1B,ADH1B,178098,M24317,P00325,ADH1B_HUMAN,1DEH; 1HDX; 1HDY; 1HDZ; 1HSZ; 1HTB; 1U3U; 1U3V; 3HUD,ADH1B,ADH1B,HGNC:250,Humans,DB01213
402,Cholecystokinin receptor type A,CCKAR,306491,L13605,P32238,CCKAR_HUMAN,1D6G; 1HZN; 7EZH; 7EZK; 7EZM; 7F8U; 7F8X; 7F8Y; 7MBX; 7MBY; 7XOU; 7XOV; 9BKJ; 9BKK,CCKAR,CCKAR,HGNC:1570,Humans,DB00403; DB08862; DB09142
403,Vitamin K-dependent gamma-carboxylase,GGCX,184028,M81592,P38435,VKGC_HUMAN,,GGCX,GGCX,HGNC:4247,Humans,DB00170; DB01022; DB01125
404,Ornithine decarboxylase,ODC1,29893806,M16650,P11926,DCOR_HUMAN,1D7K; 2ON3; 2OO0; 4ZGY; 5BWA; 7S3F; 7S3G; 7U6P; 7U6U,ODC1,ODC1,HGNC:8109,Humans,DB06243
405,Muscarinic acetylcholine receptor M4,CHRM4,61970253,M16405,P08173,ACM4_HUMAN,5DSG; 6D9H; 6KP6; 7LD3; 7LD4; 7TRK; 7TRP; 7TRQ; 7TRS; 7V68; 7V69; 7V6A; 8E9X; 8FX5; 8IYH; 8IYW; 8JER; 8JHN,CHRM4,CHRM4,HGNC:1953,Humans,DB00387; DB00572; DB00725; DB00747; DB00809; DB00986; DB01036; DB01231; DB08897; DB09089; DB09167; DB11181; DB13262; DB15357
406,"Carnitine O-palmitoyltransferase 1, liver isoform",CPT1A,755646,L39211,P50416,CPT1A_HUMAN,2LE3,CPT1A,CPT1A,HGNC:2328,Humans,DB01074
409,"5-aminolevulinate synthase, non-specific, mitochondrial",ALAS1,28583,X56351,P13196,HEM1_HUMAN,,ALAS1,ALAS1,HGNC:396,Humans,DB03404; DB15066
410,"Creatine kinase S-type, mitochondrial",CKMT2,338237,J05401,P17540,KCRS_HUMAN,4Z9M,CKMT2,CKMT2,HGNC:1996,Humans,DB00148
411,Neuronal acetylcholine receptor subunit alpha-10,CHRNA10,12053839,AJ278118,Q9GZZ6,ACH10_HUMAN,,CHRNA10,CHRNA10,HGNC:13800,Humans,DB01090; DB01116
412,Retinoic acid receptor RXR-alpha,RXRA,35885,X52773,P19793,RXRA_HUMAN,1BY4; 1DSZ; 1FBY; 1FM6; 1FM9; 1G1U; 1G5Y; 1K74; 1MV9; 1MVC; 1MZN; 1R0N; 1RDT; 1RXR; 1XLS; 1XV9; 1XVP; 1YNW; 2ACL; 2NLL; 2P1T; 2P1U; 2P1V; 2ZXZ; 2ZY0; 3DZU; 3DZY; 3E00; 3E94; 3FAL; 3FC6; 3FUG; 3H0A; 3KWY; 3NSP; 3NSQ; 3OAP; 3OZJ; 3PCU; 3R29; 3R2A; 3R5M; 3UVV; 4CN2; 4CN3; 4CN5; 4CN7; 4J5W; 4J5X; 4K4J; 4K6I; 4M8E; 4M8H; 4N5G; 4N8R; 4NQA; 4OC7; 4POH; 4POJ; 4PP3; 4PP5; 4RFW; 4RMC; 4RMD; 4RME; 4ZO1; 4ZSH; 5EC9; 5JI0; 5LYQ; 5MJ5; 5MK4; 5MKJ; 5MKU; 5MMW; 5TBP; 5UAN; 5Z12; 5ZQU; 6A5Y; 6A5Z; 6A60; 6FBQ; 6FBR; 6HN6; 6JNO; 6JNR; 6L6K; 6LB4; 6LB5; 6LB6; 6SJM; 6STI; 6XWG; 6XWH; 7A77; 7B88; 7B9O; 7BK4; 7CFO; 7NKE; 7UW2; 7UW4; 8HBM; 8PP0,RXRA,RXRA,HGNC:10477,Humans,DB00210; DB00307; DB00459; DB00523; DB03756
414,Glycine receptor subunit alpha-3,GLRA3,3342792,AF017724,O75311,GLRA3_HUMAN,5CFB; 5TIN; 5TIO; 5VDH; 5VDI,GLRA3,GLRA3,HGNC:4328,Humans,DB01956
415,Intermediate conductance calcium-activated potassium channel protein 4,KCNN4,2584866,AF000972,O15554,KCNN4_HUMAN,6CNM; 6CNN; 6CNO; 6D42,KCNN4,KCNN4,HGNC:6293,Humans,DB00257
416,Interleukin-11 receptor subunit alpha,IL11RA,995654,Z38102,Q14626,I11RA_HUMAN,6O4P; 8DPS; 8DPT; 8DPU; 8QY4,IL11RA,IL11RA,HGNC:5967,Humans,DB00038
417,"Glutamate receptor ionotropic, NMDA 2B",GRIN2B,1899202,U90278,Q13224,NMDE2_HUMAN,5EWJ; 5EWL; 5EWM; 7EU8; 7KL0; 7KL1; 7KL2; 7UIS; 7UJP; 7UJQ; 7UJR; 7UJS; 7UJT,GRIN2B,GRIN2B,HGNC:4586,Humans,DB00128; DB00949; DB01956; DB11823
419,Solute carrier family 12 member 3,SLC12A3,1172161,U44128,P55017,S12A3_HUMAN,7Y6I; 7YG0; 7YG1; 8FHN; 8FHO; 8FHP; 8FHQ; 8FHR; 8FHT,SLC12A3,SLC12A3,HGNC:10912,Humans,DB00436; DB00524; DB00562; DB00808; DB00880; DB00999; DB01021; DB01324; DB01325
420,Delta-type opioid receptor,OPRD1,27545517,U07882,P41143,OPRD_HUMAN,4N6H; 4RWA; 4RWD; 6PT2; 6PT3; 8F7S,OPRD1,OPRD1,HGNC:8153,Humans,DB00295; DB00318; DB00327; DB00333; DB00497; DB00611; DB00647; DB00704; DB00813; DB00844; DB00956; DB01183; DB06230; DB09099; DB09272; DB11130; DB11691
422,Annexin A1,ANXA1,12654863,BC001275,P04083,ANXA1_HUMAN,1AIN; 1BO9; 1QLS; 5VFW,ANXA1,ANXA1,HGNC:533,Humans,DB00591; DB00741; DB06781; DB14539; DB14540; DB14541; DB14542; DB14543; DB14544
425,L-lactate dehydrogenase A chain,LDHA,34313,X02152,P00338,LDHA_HUMAN,1I10; 4AJP; 4JNK; 4L4R; 4L4S; 4M49; 4OJN; 4OKN; 4QO7; 4QO8; 4QSM; 4QT0; 4R68; 4R69; 4RLS; 4ZVV; 5IXS; 5IXY; 5W8H; 5W8I; 5W8J; 5W8K; 5W8L; 5ZJD; 5ZJE; 5ZJF; 6BAD; 6BAG; 6BAX; 6BAZ; 6BB0; 6BB1; 6BB2; 6BB3; 6MV8; 6MVA; 6Q0D; 6Q13; 6SBU; 6SBV; 6ZZR; 7M2N; 8FW6; 9BK2; 9BK3,LDHA,LDHA,HGNC:6535,Humans,DB09118; DB17635
